feature,frekuensi,sentiment
said,5,negative
said,6,positive
said done,1,positive
said except,1,negative
said film,1,positive
said imaginative,1,positive
said ribcage,1,positive
said sit,1,negative
said squander,1,negative
said stealing,1,negative
said studio,1,positive
said think,1,negative
said warm,1,positive
saigon,1,positive
saigon uneasy,1,positive
sailor,1,positive
sailor blush,1,positive
sake,4,negative
sake,2,positive
sake commercial,1,positive
sake communal,1,positive
sake sequel,1,negative
sake spectacle,1,negative
sake weirdness,1,negative
salacious,1,negative
salacious telenovela,1,negative
salaries,1,negative
salaries stunt,1,negative
sale,1,negative
salient,1,negative
salient points,1,negative
salle,1,positive
sallies,1,positive
sallies real,1,positive
sally,1,positive
sally jesse,1,positive
salma,3,positive
salma goes,1,positive
salma hayek,2,positive
salt,2,negative
salt,1,positive
salt earth,1,negative
salt screenwriting,1,negative
salt wounds,1,positive
salton,4,positive
salton sea,4,positive
salute,1,negative
salute,1,positive
salute disneyis,1,negative
salute just,1,positive
salvage,1,negative
salvage filmmakeris,1,negative
salvaged,1,negative
salvaged makes,1,negative
salvation,1,positive
salvation good,1,positive
salvos,1,negative
salvos hitting,1,negative
sam,1,positive
sam mendes,1,positive
same,28,negative
same,18,positive
same all,2,positive
same blueprint,1,negative
same done,1,negative
same easy,1,negative
same fate,1,negative
same fights,1,negative
same home,1,positive
same love,1,positive
same message,1,positive
same mistake,1,negative
same movie,2,negative
same movie,1,positive
same name,1,positive
same number,1,negative
same old,4,negative
same olives,1,negative
same option,1,negative
same problems,1,negative
same reason,1,negative
same scene,1,negative
same sentence,1,negative
same sledgehammer,1,positive
same sort,1,positive
same stuff,1,negative
same taiwanese,1,positive
same throughout,1,negative
same time,1,negative
same time,4,positive
same vein,1,negative
same way,4,negative
same way,3,positive
sameness,1,negative
samira,1,positive
samira makhmalbaf,1,positive
samis,1,negative
samis self,1,negative
sampi,1,positive
sampi courageous,1,positive
sample,1,negative
sample puerile,1,negative
samuel,1,positive
samuel jackson,1,positive
samurai,1,positive
samurai sword,1,positive
san,2,positive
san diego,1,positive
san francisco,1,positive
sanctimonious,1,negative
sanctimonious,1,positive
sanctimonious self,1,negative
sanctimonious towards,1,positive
sanctimoniousness,1,positive
sanctimoniousness making,1,positive
sanctimony,2,negative
sanctimony,1,positive
sanctimony formulaic,1,negative
sanctimony jackass,1,negative
sanctimony self,1,positive
sand,1,negative
sand,4,positive
sand brings,1,positive
sand creeping,1,positive
sand developed,1,negative
sand fierce,1,positive
sand vivacious,1,positive
sandbox,1,positive
sandeman,1,positive
sanders,1,positive
sanders valiantly,1,positive
sandis,1,positive
sandis masculine,1,positive
sandler,6,negative
sandler,1,positive
sandler assault,1,negative
sandler fare,1,negative
sandler losing,1,negative
sandler not_understand,1,negative
sandler probably,1,positive
sandler running,1,negative
sandler voice,1,negative
sandlerian,1,negative
sandlerian manchild,1,negative
sandleris,6,negative
sandleris,1,positive
sandleris attached,1,positive
sandleris comic,1,negative
sandleris crazy,1,negative
sandleris eight,1,negative
sandleris heart,1,negative
sandleris latest,1,negative
sandleris new,1,negative
sandra,3,negative
sandra,2,positive
sandra bullock,3,negative
sandra bullock,2,positive
sands,1,negative
sands titular,1,negative
sandwich,1,positive
sandwich familiar,1,positive
sane,2,negative
sane,3,positive
sane breathtakingly,1,positive
sane eye,1,positive
sane healthy,1,negative
sane person,1,negative
sane regimen,1,positive
sanguine,1,negative
sanguine,1,positive
sanguine title,1,positive
sanguine winds,1,negative
sanitised,1,negative
sanitised stagey,1,negative
sanity,1,positive
santa,5,negative
santa,2,positive
santa bumps,1,negative
santa clause,2,negative
santa clause,2,positive
santa clauseis,1,negative
santa gives,1,negative
santa vs,1,negative
sap,2,negative
sappiness,1,positive
sappiness thirteen,1,positive
sappy,10,negative
sappy,2,positive
sappy amateurish,1,negative
sappy big,1,positive
sappy dialogue,1,negative
sappy ethnic,2,negative
sappy evelyn,1,negative
sappy good,1,negative
sappy melodrama,1,positive
sappy preachy,1,negative
sappy sanguine,1,negative
sappy script,1,negative
sappy situations,1,negative
saps,1,negative
saps stuck,1,negative
sara,6,negative
sara little,1,negative
sara much,1,negative
sara not_even,1,negative
sara served,1,negative
sara sugarman,1,negative
sarahis,1,negative
sarahis dedication,1,negative
sarandon,1,negative
sarandon,4,positive
sarandon could,1,positive
sarandon dustin,1,positive
sarandon form,1,positive
sarandon goldie,1,negative
sardonic,3,positive
sardonic appealingly,1,positive
sardonic jolt,1,positive
sardonic wit,1,positive
sascha,1,negative
sassy,2,positive
sassy exceptionally,1,positive
sassy interpretation,1,positive
sat,1,negative
sat scores,1,negative
satan,1,negative
satan throwing,1,negative
satin,1,negative
satin,2,positive
satin rouge,1,negative
satin rouge,2,positive
satire,17,negative
satire,9,positive
satire childhood,1,negative
satire desperation,1,positive
satire fall,1,negative
satire high,1,positive
satire instead,2,negative
satire just,1,negative
satire lacks,1,negative
satire lucky,1,negative
satire middle,1,negative
satire not_subtle,1,positive
satire not_teeth,1,negative
satire sting,1,negative
satire supposed,1,negative
satire teddy,1,negative
satire thatis,1,positive
satire unabashed,1,positive
satire unfocused,1,negative
satire weak,1,negative
satire winds,1,negative
satiric,2,positive
satiric fire,1,positive
satiric target,1,positive
satirical,2,negative
satirical,3,positive
satirical ambivalence,1,negative
satirical jabs,1,positive
satirical salvos,1,negative
satirical style,1,positive
satirical touches,1,positive
satisfaction,1,negative
satisfaction usually,1,negative
satisfactorily,1,negative
satisfactorily exploit,1,negative
satisfactory,2,positive
satisfactory amount,1,positive
satisfactory overview,1,positive
satisfied,2,negative
satisfied remain,1,negative
satisfied year,1,negative
satisfies,4,positive
satisfies comfort,1,positive
satisfies moving,1,positive
satisfies ripe,1,positive
satisfy,1,negative
satisfy,1,positive
satisfy boom,1,positive
satisfy most,1,negative
satisfying,7,negative
satisfying,20,positive
satisfying blend,1,positive
satisfying complete,1,negative
satisfying conclusions,1,negative
satisfying crime,1,positive
satisfying david,1,positive
satisfying destination,1,negative
satisfying destination,1,positive
satisfying entertainment,1,negative
satisfying entertainment,1,positive
satisfying evening,1,positive
satisfying evenings,1,positive
satisfying exploration,1,positive
satisfying fare,1,positive
satisfying heroine,1,negative
satisfying kids,1,negative
satisfying little,1,positive
satisfying niblet,1,positive
satisfying picture,1,positive
satisfying piece,1,positive
satisfying still,1,positive
satisfying summer,2,positive
satisfying thriller,1,positive
satisfying well,1,positive
satisfyingly,3,positive
satisfyingly odd,1,positive
satisfyingly scarifying,1,positive
satisfyingly unsettling,1,positive
saturday,4,negative
saturday,4,positive
saturday matinee,2,positive
saturday morning,2,negative
saturday morning,1,positive
saturday night,2,negative
saturday night,1,positive
saucy,2,positive
saucy full,1,positive
saucy hilarity,1,positive
savage,2,positive
savage full,1,positive
savaged,1,positive
savaged lives,1,positive
savagely,1,positive
savagely hilarious,1,positive
save,7,negative
save,1,positive
save children,1,positive
save dash,1,negative
save day,1,negative
save disgust,1,negative
save everyone,1,negative
save few,1,negative
save oleanderis,1,negative
saved,3,negative
saved,1,positive
saved director,1,negative
saved film,1,negative
saved not_kids,1,positive
saved winged,1,negative
saves,3,positive
saves deeply,1,positive
saves makes,1,positive
saves movie,1,positive
saving,3,negative
saving,4,positive
saving dark,1,negative
saving grace,1,positive
saving graces,1,positive
saving private,2,negative
saving private,2,positive
savocais,1,positive
savocais not_frills,1,positive
savor,1,negative
savor,1,positive
savor pleasure,1,positive
savor whenever,1,negative
savory,1,positive
savory hilarious,1,positive
savour,2,positive
savour binoche,1,positive
savour story,1,positive
savvy,1,negative
savvy,6,positive
savvy compelling,1,positive
savvy director,1,positive
savvy filmmaker,1,positive
savvy producer,1,positive
savvy siblings,1,positive
savvy street,1,negative
saw,10,negative
saw,5,positive
saw bad,1,negative
saw benigniis,1,negative
saw enjoyed,1,positive
saw film,1,positive
saw glitter,1,positive
saw movie,3,negative
saw on,1,negative
saw one,1,negative
saw opinion,1,positive
saw potential,1,positive
saw worse,1,negative
saw written,1,negative
saw young,1,negative
say,24,negative
say,19,positive
say accurately,1,positive
say ah,1,negative
say all,1,negative
say beyond,1,negative
say carol,1,negative
say confronting,1,positive
say entertaining,1,positive
say entirely,1,positive
say even,1,negative
say film,3,positive
say flip,1,positive
say growing,1,negative
say guilty,1,negative
say jane,1,negative
say least,1,negative
say look,1,positive
say mean,1,negative
say might,1,negative
say much,1,negative
say narc,1,positive
say not_boring,1,negative
say not_follow,1,positive
say not_remember,1,negative
say not_talking,1,negative
say obvious,1,negative
say outdated,1,negative
say plenty,1,positive
say sci,1,positive
say seal,1,negative
say something,1,negative
say thematically,1,negative
say total,1,negative
say twice,1,positive
say unburdened,1,positive
say vapid,1,negative
say ways,1,positive
say yes,1,positive
saying,2,negative
saying,2,positive
saying goes,1,positive
saying long,1,positive
saying many,1,negative
saying not_kennedyis,1,negative
sayles,1,negative
sayles,3,positive
sayles eye,1,positive
sayles knack,1,positive
sayles strands,1,negative
sayles take,1,positive
says,3,negative
says far,1,negative
says know,1,negative
says stay,1,negative
sc,1,negative
sc autopilot,1,negative
scalds,1,negative
scalds like,1,negative
scale,1,negative
scale,5,positive
scale action,1,positive
scale characters,1,positive
scale intimate,1,positive
scale lunatic,1,negative
scale moviemaking,1,positive
scale story,1,positive
scam,1,negative
scam put,1,negative
scan,1,positive
scan evans,1,positive
scandal,1,positive
scandalous,1,negative
scandalous innuendo,1,negative
scandals,1,negative
scant,1,negative
scant place,1,negative
scar,1,negative
scarcely,3,negative
scarcely nourishing,1,negative
scarcely surprise,1,negative
scarcely worth,1,negative
scare,1,negative
scare,2,positive
scare delight,1,positive
scare pants,1,positive
scare sane,1,negative
scared,1,positive
scared admit,1,positive
scares,1,negative
scares,1,positive
scares genuine,1,negative
scares good,1,positive
scarface,1,negative
scarface carlitois,1,negative
scarier,1,negative
scarier tepid,1,negative
scariest,2,positive
scariest guy,1,positive
scariest movie,1,positive
scarifying,2,positive
scarifying fresh,1,positive
scarifying gets,1,positive
scarily,1,positive
scarily funny,1,positive
scarlet,1,negative
scarlet letter,1,negative
scarpia,1,positive
scarpia all,1,positive
scary,10,negative
scary,6,positive
scary action,1,negative
scary dramatically,1,negative
scary entertainment,1,positive
scary feardotcom,1,negative
scary funny,1,negative
scary like,1,negative
scary movie,2,negative
scary movie,1,positive
scary parts,1,positive
scary poorly,1,negative
scary sad,1,positive
scary scenes,1,positive
scary thriller,1,positive
scathing,2,positive
scathing joyous,1,positive
scathing portrayal,1,positive
scathingly,1,positive
scathingly witty,1,positive
scattered,4,negative
scattered,1,positive
scattered around,1,negative
scattered ditsy,1,negative
scattered fashion,1,negative
scattered film,1,positive
scattered moments,1,negative
scenario,3,negative
scenario,4,positive
scenario bergman,1,positive
scenario greatly,1,positive
scenario made,1,positive
scenario presence,1,positive
scenario soon,1,negative
scenarios,1,negative
scenarios hero,1,negative
scene,17,negative
scene,7,positive
scene actors,1,positive
scene also,1,negative
scene another,2,negative
scene characters,1,negative
scene chewing,1,negative
scene conclusion,1,negative
scene drags,1,negative
scene film,1,negative
scene finally,1,positive
scene get,1,negative
scene immediately,1,negative
scene impressively,1,positive
scene know,1,positive
scene lawrence,1,negative
scene man,1,negative
scene particular,1,negative
scene santa,1,negative
scene scene,1,negative
scene though,1,positive
scene transcends,1,positive
scene yet,1,negative
scenery,2,negative
scenery,3,positive
scenery cotswolds,1,positive
scenery story,1,positive
scenery vibe,1,positive
scenes,31,negative
scenes,27,positive
scenes all,2,negative
scenes animated,1,positive
scenes brim,1,positive
scenes chicago,1,positive
scenes cinematic,1,positive
scenes cussing,1,positive
scenes embarrassment,1,negative
scenes ensure,1,negative
scenes ever,1,negative
scenes exciting,1,positive
scenes fascinating,1,negative
scenes film,2,positive
scenes frequently,1,negative
scenes frida,1,positive
scenes gory,1,positive
scenes hits,1,positive
scenes japanese,1,negative
scenes jarring,1,negative
scenes jia,1,positive
scenes lean,1,positive
scenes might,1,negative
scenes navel,1,positive
scenes not_succeed,1,negative
scenes occasionally,1,negative
scenes one,1,negative
scenes poorly,1,negative
scenes quieter,1,positive
scenes realizing,1,negative
scenes run,1,negative
scenes search,1,negative
scenes since,1,positive
scenes star,1,positive
scenes startling,1,positive
scenes swordfights,1,positive
scenes tacky,1,negative
scenes take,1,negative
scenes tenderness,1,positive
scenes things,1,negative
scenes torture,1,positive
scenes toward,1,negative
scenes trapped,1,negative
scenes true,1,positive
scenes vistas,1,negative
scenes wheedling,1,negative
scenes wintry,1,positive
scenes women,1,positive
scenic,2,negative
scenic,1,positive
scenic appeal,1,negative
scenic shots,1,negative
scenic splendor,1,positive
scented,1,negative
scented bath,1,negative
schaeferis,1,negative
schaeferis determination,1,negative
schaeffer,1,negative
schaeffer,1,positive
schaeffer makes,1,negative
schaeffer not_film,1,positive
schaefferis,1,negative
schaefferis film,1,negative
schedule,1,negative
schedule waiting,1,negative
schemes,1,negative
schemes,1,positive
schemes consequences,1,positive
schemes treachery,1,negative
scheming,1,positive
scheming small,1,positive
schepisi,1,positive
schepisi aided,1,positive
schepisiis,1,negative
schepisiis,1,positive
schepisiis film,1,negative
schepisiis tale,1,positive
scherfig,1,negative
scherfig,2,positive
scherfig made,1,positive
scherfig successful,1,negative
scherfig writer,1,positive
scherfigis,1,positive
scherfigis light,1,positive
schiffer,1,negative
schiffer hossein,1,negative
schindleris,1,negative
schindleris list,1,negative
schizo,1,negative
schizo cartoon,1,negative
schizophrenia,1,positive
schizophrenia still,1,positive
schlock,1,negative
schlock merchant,1,negative
schlocky,1,negative
schlocky horror,1,negative
schmaltz,2,negative
schmaltz,1,positive
schmaltz big,1,negative
schmaltz manufactured,1,negative
schmaltzy,2,negative
schmaltzy,1,positive
schmaltzy clumsily,1,negative
schmaltzy numbers,1,negative
schmaltzy real,1,positive
schmidt,1,negative
schmidt,5,positive
schmidt belongs,1,positive
schmidt instead,1,positive
schmidt lot,1,positive
schmidt nicholsonis,1,positive
schmidt old,1,negative
schmidt undoubtedly,1,positive
schmucks,1,negative
schmucks not_know,1,negative
schneider,3,negative
schneider,2,positive
schneider director,1,positive
schneider newcomer,1,negative
schneider not_steve,1,negative
schneider switch,1,negative
schneider young,1,positive
schneideris,2,negative
schneideris infantile,1,negative
schneideris performance,1,negative
schneidermeister,1,negative
schneidermeister makin,1,negative
schnieder,1,negative
schnieder bounces,1,negative
schnitzler,2,positive
schnitzler fine,1,positive
schnitzler proves,1,positive
schnitzleris,1,negative
schnitzleris reigen,1,negative
scholar,1,positive
scholar peter,1,positive
school,15,negative
school,10,positive
school age,1,positive
school audience,1,positive
school brat,1,positive
school comedy,2,negative
school experience,1,negative
school first,1,negative
school hollywood,1,positive
school horror,1,positive
school kid,1,negative
school kind,1,positive
school professors,1,positive
school quality,1,negative
school screenwriting,1,negative
school setting,1,negative
school slot,1,positive
school special,2,negative
school students,2,positive
school tv,1,negative
school undergrad,1,negative
school would,1,negative
schoolboy,1,negative
schoolboy memoir,1,negative
schoolers,1,positive
schoolers current,1,positive
schoolgirl,1,negative
schoolgirl obsession,1,negative
schools,1,negative
schrader,1,negative
schrader,2,positive
schrader aims,1,negative
schrader examines,1,positive
schrader relies,1,positive
schtick,1,positive
schtick look,1,positive
schticky,1,negative
schticky chris,1,negative
schultz,1,positive
schultz colors,1,positive
schumacher,2,negative
schumacher,1,positive
schumacher jams,1,negative
schumacher probably,1,positive
schumacher reflects,1,negative
schwarzenegger,3,negative
schwarzenegger,1,positive
schwarzenegger jean,1,positive
schwarzenegger physique,1,negative
schwarzenegger stallone,1,negative
schwarzenegger tragic,1,negative
schweig,1,positive
schweig graham,1,positive
schütteis,1,positive
schütteis dramatic,1,positive
sci,12,negative
sci,8,positive
sci fi,12,negative
sci fi,8,positive
science,8,negative
science,3,positive
science departments,1,positive
science disservice,1,negative
science essentially,1,negative
science fiction,6,negative
science fiction,2,positive
science theatre,1,negative
scientific,1,negative
scientific law,1,negative
scientist,2,negative
scientist figure,1,negative
scientists,1,positive
scientists grown,1,positive
scoob,1,negative
scoob shag,1,negative
scooby,3,negative
scooby,3,positive
scooby doo,1,negative
scooby doo,2,positive
scooby love,1,positive
scooby makes,1,negative
scooby no,1,negative
scooped,1,negative
scooped out,1,negative
scoopers,1,negative
scooping,1,positive
scooping whole,1,positive
scooter,2,negative
scooter chases,1,negative
scope,4,positive
scope pageantry,1,positive
scope shape,1,positive
scope startling,1,positive
scope yet,1,positive
scorcher,1,positive
score,5,negative
score,7,positive
score anything,1,negative
score attitude,1,positive
score becomes,1,negative
score choreography,1,positive
score clutch,1,positive
score film,1,positive
score grant,1,positive
score insistent,1,negative
score made,1,negative
score sentimental,1,positive
score songs,1,positive
score special,1,negative
scored,1,positive
scored powered,1,positive
scores,2,negative
scores,2,positive
scores direct,1,negative
scores direct,1,positive
scores might,1,negative
scores namesake,1,positive
scoring,1,positive
scoring high,1,positive
scorn,1,negative
scorn nicest,1,negative
scorpion,2,negative
scorpion,2,positive
scorpion king,2,negative
scorpion king,2,positive
scorsese,1,negative
scorsese,3,positive
scorsese ever,1,positive
scorsese film,1,positive
scorseseis,3,negative
scorseseis,3,positive
scorseseis bold,1,negative
scorseseis bravery,1,positive
scorseseis mean,2,negative
scorseseis minute,1,positive
scorseseis taxi,1,positive
scotches,1,negative
scotches most,1,negative
scotland,1,negative
scotland,2,positive
scotland looks,1,positive
scotland pa,1,negative
scotland pa,1,positive
scott,1,negative
scott,3,positive
scott baio,1,positive
scott delivers,1,positive
scott finds,1,positive
scott kalvert,1,negative
scottis,1,positive
scottis convincing,1,positive
scottish,2,positive
scottish burr,1,positive
scottish lady,1,positive
scouse,1,negative
scouse accents,1,negative
scrap,1,positive
scrap darkest,1,positive
scrapbook,1,negative
scrapbook,1,positive
scrapbook living,1,positive
scrapbook oddballs,1,negative
scrape,1,negative
scrape bottom,1,negative
scratch,1,negative
scratch,5,positive
scratch great,1,positive
scratch history,1,positive
scratch hole,1,negative
scratch lesson,1,positive
scratch music,1,positive
scratch pretty,1,positive
scratch second,1,positive
scratch thatis,1,positive
scratches,1,positive
scratches surface,1,positive
scratching,2,negative
scratching,2,positive
scratching head,2,negative
scratching most,1,positive
scratching turntablism,1,positive
scream,4,negative
scream,1,positive
scream got,1,negative
scream low,1,positive
scream way,1,negative
screaming,4,negative
screaming captain,1,negative
screaming eventually,1,negative
screams,2,negative
screams out,1,negative
screams top,1,negative
screeching,1,negative
screeching metal,1,negative
screed,1,negative
screed yet,1,negative
screen,35,negative
screen,49,positive
screen adaptation,1,negative
screen adaptation,2,positive
screen aggressively,1,negative
screen attract,1,negative
screen blowout,1,negative
screen chemistry,1,positive
screen considerable,1,positive
screen effortlessly,1,positive
screen enhances,1,positive
screen experience,1,positive
screen first,1,positive
screen format,2,positive
screen frustration,1,negative
screen human,1,positive
screen hyper,1,positive
screen impossible,1,positive
screen induces,1,positive
screen just,1,positive
screen keep,1,negative
screen laughs,1,negative
screen like,2,positive
screen loud,1,negative
screen magic,1,negative
screen marvelous,1,positive
screen master,1,negative
screen material,1,positive
screen melodramas,1,negative
screen most,1,positive
screen movie,1,negative
screen not_screaming,1,negative
screen performance,1,positive
screen persona,1,positive
screen poke,1,positive
screen postcard,1,negative
screen presence,1,negative
screen presence,2,positive
screen remakes,1,negative
screen runteldat,1,positive
screen scooby,1,negative
screen secret,1,negative
screen sexuality,1,negative
screen some,1,negative
screen sports,1,negative
screen started,1,positive
screen stuttering,1,negative
screen super,1,positive
screen tempting,1,positive
screen time,2,negative
screen times,1,positive
screen version,1,positive
screen veteran,1,positive
screen warm,1,positive
screen years,1,positive
screenful,1,negative
screenful gamesmanship,1,negative
screening,4,negative
screening,1,positive
screening get,1,negative
screening little,1,negative
screening said,1,positive
screening seemed,1,negative
screenings,1,negative
screenings,1,positive
screenings since,1,negative
screenplay,28,negative
screenplay,18,positive
screenplay accuracy,1,positive
screenplay billy,1,negative
screenplay canny,1,positive
screenplay co,2,negative
screenplay demands,1,negative
screenplay die,1,positive
screenplay extraordinary,1,positive
screenplay falls,1,positive
screenplay fanciful,1,positive
screenplay flounders,1,negative
screenplay forces,1,negative
screenplay glosses,1,positive
screenplay grayish,1,negative
screenplay gripping,1,positive
screenplay hugely,1,negative
screenplay james,1,negative
screenplay jumps,1,positive
screenplay keep,1,positive
screenplay lags,1,negative
screenplay level,1,negative
screenplay listless,1,negative
screenplay manages,1,positive
screenplay mesmerizing,1,positive
screenplay more,1,positive
screenplay much,1,negative
screenplay nearly,1,negative
screenplay needs,1,negative
screenplay not_lets,1,positive
screenplay provides,1,positive
screenplay rather,1,negative
screenplay rhapsodic,1,positive
screenplay seems,1,negative
screenplay serves,1,negative
screenplay shallow,1,negative
screenplay something,1,negative
screenplay tenderly,1,positive
screenplay written,1,negative
screenplays,2,negative
screenplays just,1,negative
screenplays year,1,negative
screens,1,negative
screens,2,positive
screens pleasure,1,positive
screens something,1,negative
screenwriter,6,negative
screenwriter,2,positive
screenwriter bruce,1,positive
screenwriter dan,1,positive
screenwriter director,1,negative
screenwriter every,1,negative
screenwriter karen,1,negative
screenwriter nicholas,1,negative
screenwriter responsible,1,negative
screenwriteris,1,negative
screenwriteris invention,1,negative
screenwriters,6,negative
screenwriters,2,positive
screenwriters credited,1,negative
screenwriters dig,1,negative
screenwriters eventually,1,negative
screenwriters just,1,negative
screenwriters michael,1,negative
screenwriters michael,1,positive
screenwriters trusted,1,negative
screenwriters usually,1,positive
screenwriting,6,negative
screenwriting,2,positive
screenwriting award,1,negative
screenwriting cliches,1,negative
screenwriting comes,1,positive
screenwriting credit,1,negative
screenwriting parlance,1,negative
screenwriting process,1,positive
screenwriting textbook,1,negative
screwball,2,negative
screwball,1,positive
screwball comedy,1,negative
screwball farce,1,positive
screwball ideas,1,negative
screwed,2,positive
screwed up,2,positive
screwing,1,negative
screwing things,1,negative
screwy,1,negative
screwy thing,1,negative
scribe,1,negative
scribe kevin,1,negative
script,60,negative
script,26,positive
script add,1,negative
script aims,1,negative
script assumes,2,negative
script axel,1,positive
script becomes,1,negative
script besson,1,positive
script best,1,negative
script boasts,1,negative
script brent,1,positive
script brought,1,negative
script carries,1,positive
script catches,1,negative
script characters,1,positive
script co,1,positive
script covers,1,negative
script crafted,1,negative
script credited,2,negative
script david,1,positive
script dim,1,negative
script disaster,1,negative
script distances,1,positive
script elfriede,1,negative
script ends,1,negative
script error,1,negative
script execution,1,positive
script falls,1,negative
script gags,1,negative
script grant,1,positive
script handful,1,negative
script high,1,positive
script hits,1,negative
script inept,1,negative
script interesting,1,negative
script less,1,negative
script loaded,1,positive
script low,1,negative
script machine,1,negative
script mainstream,1,negative
script manages,1,positive
script matthew,1,negative
script mixed,1,negative
script not_especially,1,negative
script not_support,1,negative
script nurses,1,negative
script paul,1,negative
script piles,1,negative
script plumbs,1,negative
script powerful,1,positive
script pretend,1,negative
script prevents,1,negative
script problems,1,positive
script realized,1,positive
script reportedly,1,negative
script rewrite,1,negative
script simply,1,negative
script sketchy,1,negative
script skilled,1,positive
script smart,2,positive
script strong,1,positive
script stumbles,1,negative
script substandard,1,negative
script takes,1,negative
script telegraphs,1,positive
script though,1,negative
script tired,1,negative
script up,1,negative
script vincent,1,negative
script went,1,negative
script working,1,negative
scripted,1,negative
scripters,1,negative
scripters not_deserve,1,negative
scripting,1,negative
scripting,2,positive
scripting all,1,positive
scripting shooting,1,negative
scripting solutions,1,positive
scriptis,3,negative
scriptis,2,positive
scriptis bad,1,positive
scriptis endless,1,negative
scriptis flaws,1,positive
scriptis judgment,1,negative
scriptis refusal,1,negative
scripts,2,negative
scripts,2,positive
scripts acting,1,negative
scripts go,1,positive
scripts seek,1,positive
scripts signing,1,negative
scriptwriters,1,negative
scriptwriters,1,positive
scriptwriters less,1,negative
scriptwriters takes,1,positive
scrooge,1,negative
scrooge,2,positive
scrooge could,1,positive
scrooge story,1,negative
scrooge two,1,positive
scruffy,2,negative
scruffy,1,positive
scruffy dopey,1,negative
scruffy giannini,1,positive
scruffy sands,1,negative
scrutinize,1,positive
scrutinize ethics,1,positive
scrutiny,1,negative
scrutiny happen,1,negative
scum,1,negative
scummy,1,negative
scummy ripoff,1,negative
scuttled,1,negative
scuttled plot,1,negative
scuzzy,1,negative
scuzzy underbelly,1,negative
sea,5,negative
sea,7,positive
sea constant,1,positive
sea ghost,1,negative
sea gritty,1,positive
sea moments,1,positive
sea not_savage,1,negative
sea surprisingly,1,positive
sea swings,1,negative
sea variety,1,positive
sea visual,1,negative
sea works,1,positive
sea would,1,negative
seagal,8,negative
seagal come,1,negative
seagal considered,1,negative
seagal films,1,negative
seagal looks,1,negative
seagal painfully,1,negative
seagal pessimists,1,negative
seagal ran,1,negative
seagalis,3,negative
seagalis earlier,1,negative
seagalis overweight,1,negative
seagalis strenuous,1,negative
seal,1,negative
seal,1,positive
seal deal,1,negative
seal deal,1,positive
sealed,2,negative
sealed jar,1,negative
sealed kiss,1,negative
seamless,1,positive
seamless sumptuous,1,positive
seams,3,positive
seams may,1,positive
seams places,1,positive
seamstress,1,positive
seamstress transforms,1,positive
seamy,1,positive
seamy underbelly,1,positive
sean,1,positive
sean pennis,1,positive
search,3,negative
search,3,positive
search artist,1,positive
search better,1,negative
search movie,1,negative
search purpose,1,negative
search redemption,1,positive
search something,1,positive
searches,1,negative
searches,1,positive
searches place,1,positive
searches vainly,1,negative
searching,4,negative
searching,3,positive
searching deliberateness,1,negative
searching garbage,1,negative
searching go,1,negative
searching identity,1,positive
searching out,1,positive
searching quarter,1,negative
searching spirit,1,positive
searing,3,positive
searing epic,1,positive
searing lead,1,positive
searing performances,1,positive
seas,2,negative
seas,2,positive
seas islanders,1,negative
seas personalities,1,positive
seas sand,1,positive
seas works,1,negative
season,4,negative
season,7,positive
season assign,1,negative
season currently,1,positive
season marks,1,positive
season pics,1,negative
season picture,1,positive
season product,1,negative
season speaks,1,positive
season tvis,1,positive
seasonal,2,negative
seasonal cheer,1,negative
seasonal holiday,1,negative
seat,6,negative
seat,9,positive
seat changing,1,positive
seat couple,1,positive
seat front,2,negative
seat inter,1,negative
seat long,1,positive
seat megaplex,1,positive
seat moment,1,negative
seat more,1,positive
seat shape,1,positive
seat tense,1,positive
seat tough,1,positive
seat trying,1,negative
seated,1,negative
seated,1,positive
seated emotional,1,positive
seated next,1,negative
seater,1,positive
seater plane,1,positive
seats,2,negative
seats,2,positive
seats dynamic,1,negative
seattle,1,positive
second,10,negative
second,10,positive
second chance,1,positive
second chances,1,positive
second commercial,1,negative
second effort,1,positive
second fiddle,1,negative
second floor,1,positive
second great,1,positive
second guess,1,negative
second half,2,negative
second half,1,positive
second helpings,1,positive
second homage,1,negative
second look,2,positive
second miss,1,negative
second rate,1,negative
second whatis,1,negative
second world,1,negative
secondary,1,positive
secondary american,1,positive
secondhand,3,negative
secondhand familiar,1,negative
secondhand material,1,negative
seconds,5,negative
seconds jesse,1,negative
seconds plot,1,negative
seconds say,1,negative
seconds seemingly,1,negative
secret,2,negative
secret,5,positive
secret agent,1,negative
secret ballot,4,positive
secret life,1,negative
secret life,1,positive
secretary,5,positive
secretary based,1,positive
secretary genial,1,positive
secretary just,1,positive
secretary manages,1,positive
secretary takes,1,positive
secretions,1,negative
secretions parental,1,negative
secretis,1,positive
secretis eventual,1,positive
secretly,1,positive
secretly unhinged,1,positive
secrets,5,negative
secrets,4,positive
secrets buried,1,positive
secrets find,1,positive
secrets finds,1,negative
secrets one,1,negative
secrets time,1,negative
secrets ya,2,negative
secrets ya,2,positive
section,1,negative
section,2,positive
section involving,1,positive
section quirky,1,negative
section tavernieris,1,positive
secular,1,positive
secular religion,1,positive
sedate,1,negative
sedate pacing,1,negative
seduce,2,positive
seduce conquer,1,positive
seductive,2,positive
seductive pacing,1,positive
seductive tease,1,positive
see,39,negative
see,56,positive
see all,1,negative
see all,4,positive
see another,1,negative
