sentiment,comment,preprocessed
negative,` Matrix ' - style massacres erupt throughout ... but the movie has a tougher time balancing its violence with Kafka-inspired philosophy .,matrix style massacres erupt throughout movie tougher time balancing violence kafka inspired philosophy
negative,"It all unfolds predictably , and the adventures that happen along the way seem repetitive and designed to fill time , providing no real sense of suspense .",all unfolds predictably adventures happen along way seem repetitive designed fill time providing NOT_real sense suspense
negative,Run for your lives !,run lives
negative,Why would anyone cast the magnificent Jackie Chan in a movie full of stunt doubles and special effects ?,would anyone cast magnificent jackie chan movie full stunt doubles special effects
negative,"A grating , emaciated flick .",grating emaciated flick
negative,"Unambitious writing emerges in the movie , using a plot that could have come from an animated-movie screenwriting textbook .",unambitious writing emerges movie using plot could come animated movie screenwriting textbook
negative,"We have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat .",poignancy jostling farce thoughtful dialogue elbowed aside one liners visual style incorporates rotoscope animation NOT_apparent reason except maybe looks neat
negative,Ararat feels like a book report,ararat feels like book report
negative,"Steve Oedekerk is , alas , no Woody Allen .",steve oedekerk alas NOT_woody allen
negative,"A lot like the imaginary sport it projects onto the screen -- loud , violent and mindless .",lot like imaginary sport projects onto screen loud violent mindless
negative,"The acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing .",acting amateurish cinematography atrocious direction clumsy writing insipid violence luridly graphic laughably unconvincing
negative,"Shows that Jackie Chan is getting older , and that's something I would rather live in denial about",shows jackie chan getting older thatis something would rather live denial
negative,"The slapstick is labored , and the bigger setpieces flat .",slapstick labored bigger setpieces flat
negative,This is the kind of movie where people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks .,kind movie people NOT_picked lock easily few tries become expert fighters few weeks
negative,"The problem with the mayhem in Formula is not that it's offensive , but that it's boring .",problem mayhem formula NOT_offensive boring
negative,"Much of the digitally altered footage appears jagged , as if filmed directly from a television monitor , while the extensive use of stock footage quickly becomes a tiresome cliché .",much digitally altered footage appears jagged filmed directly television monitor extensive use stock footage quickly becomes tiresome cliché
negative,"the film never rises above a conventional , two dimension tale",film NOT_rises conventional two dimension tale
negative,"Told in scattered fashion , the movie only intermittently lives up to the stories and faces and music of the men who are its subject .",told scattered fashion movie intermittently lives up stories faces music men subject
negative,"If ever such a dependable concept was botched in execution , this is it .",ever dependable concept botched execution
negative,A feel-good movie that doesn't give you enough to feel good about .,feel good movie NOT_give enough feel good
negative,This mistaken-identity picture is so film-culture referential that the final product is a ghost .,mistaken identity picture film culture referential final product ghost
negative,The picture emerges as a surprisingly anemic disappointment .,picture emerges surprisingly anemic disappointment
negative,You'll cry for your money back .,cry money back
negative,"Slap me , I saw this movie .",slap saw movie
negative,"The kid's just too bratty for sympathy , and as the film grows to its finale , his little changes ring hollow .",kidis just bratty sympathy film grows finale little changes ring hollow
negative,"Behind the glitz , Hollywood is sordid and disgusting .",behind glitz hollywood sordid disgusting
negative,"Scherfig , who has had a successful career in TV , tackles more than she can handle .",scherfig successful career tv tackles more handle
negative,"Just consider what New Best Friend does not have , beginning with the minor omission of a screenplay .",just consider new best friend NOT_beginning minor omission screenplay
negative,Oscar caliber cast doesn't live up to material,oscar caliber cast NOT_live up material
negative,"They just have problems , which are neither original nor are presented in convincing way .",just problems neither original nor presented convincing way
negative,"Carrying this wafer-thin movie on his nimble shoulders , Chan wades through putrid writing , direction and timing with a smile that says , ` If I stay positive , maybe I can channel one of my greatest pictures , Drunken Master . '",carrying wafer thin movie on nimble shoulders chan wades putrid writing direction timing smile says stay positive maybe channel one greatest pictures drunken master
negative,So putrid it is not worth the price of the match that should be used to burn every print of the film .,putrid NOT_worth price match used burn every print film
negative,"In the end , the movie bogs down in insignificance , saying nothing about Kennedy's assassination and revealing nothing about the pathology it pretends to investigate .",end movie bogs down insignificance saying NOT_kennedyis assassination revealing NOT_pathology pretends investigate
negative,Starts out ballsy and stylish but fails to keep it up and settles into clichés .,starts out ballsy stylish fails keep up settles clichés
negative,Sometimes makes less sense than the Bruckheimeresque American action flicks it emulates .,sometimes makes less sense bruckheimeresque american action flicks emulates
negative,"One of those films where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone screams at the top of their lungs no matter what the situation .",one films characters inhabit special annex hell adults behave like kids children behave like adults everyone screams top lungs NOT_matter situation
negative,There's only one way to kill Michael Myers for good : stop buying tickets to these movies .,thereis one way kill michael myers good stop buying tickets movies
negative,The movie is about as humorous as watching your favorite pet get buried alive .,movie humorous watching favorite pet get buried alive
negative,"In other words , about as bad a film you're likely to see all year .",other words bad film likely see all year
negative,Five screenwriters are credited with the cliché-laden screenplay ; it seems as if each watered down the version of the one before .,five screenwriters credited cliché laden screenplay seems watered down version one
negative,The whole thing comes off like a particularly amateurish episode of Bewitched that takes place during Spring Break .,whole thing comes off like particularly amateurish episode bewitched takes place spring break
negative,"Well made but uninvolving , Bloodwork isn't a terrible movie , just a stultifyingly obvious one -- an unrewarding collar for a murder mystery .",well made uninvolving bloodwork NOT_terrible movie just stultifyingly obvious one unrewarding collar murder mystery
negative,"So we got Ten Little Indians meets Friday the th by way of Clean and Sober , filmed on the set of Carpenter's The Thing and loaded with actors you're most likely to find on the next inevitable incarnation of The Love Boat .",got ten little indians meets friday th way clean sober filmed on set carpenteris thing loaded actors most likely find on next inevitable incarnation love boat
negative,The movie's blatant derivativeness is one reason it's so lackluster .,movieis blatant derivativeness one reason lackluster
negative,"Kids don't mind crappy movies as much as adults , provided there's lots of cute animals and clumsy people .",kids NOT_mind crappy movies much adults provided thereis lots cute animals clumsy people
negative,It's the humanizing stuff that will probably sink the film for anyone who doesn't think about percentages all day long .,humanizing stuff probably sink film anyone NOT_think percentages all day long
negative,"In one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino's climactic shootout -- and Meat Loaf explodes .",one scene get stab soccer hooliganism double barreled rip off quentin tarantinois climactic shootout meat loaf explodes
negative,This is absolutely and completely ridiculous and an insult to every family whose mother has suffered through the horrible pains of a death by cancer .,absolutely completely ridiculous insult every family whose mother suffered horrible pains death cancer
negative,"The premise of `` Abandon '' holds promise , ... but its delivery is a complete mess .",premise abandon holds promise delivery complete mess
negative,"A little too ponderous to work as shallow entertainment , not remotely incisive enough to qualify as drama , Monsoon Wedding serves mostly to whet one's appetite for the Bollywood films .",little ponderous work shallow entertainment NOT_remotely incisive enough qualify drama monsoon wedding serves mostly whet oneis appetite bollywood films
negative,"Unless Bob Crane is someone of particular interest to you , this film's impressive performances and adept direction aren't likely to leave a lasting impression .",unless bob crane someone particular interest filmis impressive performances adept direction NOT_likely leave lasting impression
negative,The lousy John Q all but spits out Denzel Washington's fine performance in the title role .,lousy john all spits out denzel washingtonis fine performance title role
negative,"The whole thing feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas .",whole thing feels like ruse tactic cover up fact picture constructed around core flimsy worse yet nonexistent ideas
negative,What a stiflingly unfunny and unoriginal mess this is !,stiflingly unfunny unoriginal mess
negative,The film is so packed with subplots involving the various Silbersteins that it feels more like the pilot episode of a TV series than a feature film .,film packed subplots involving various silbersteins feels more like pilot episode tv series feature film
negative,Opera on film is never satisfactory .,opera on film NOT_satisfactory
negative,The innate theatrics that provide its thrills and extreme emotions lose their luster when flattened onscreen .,innate theatrics provide thrills extreme emotions lose luster flattened onscreen
negative,"Despite all the closed-door hanky-panky , the film is essentially juiceless .",despite all closed door hanky panky film essentially juiceless
negative,"It is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",parochial accessible chosen few standoffish everyone else smugly suggests superior moral tone more important filmmaking skill
negative,The Sweetest Thing leaves an awful sour taste .,sweetest thing leaves awful sour taste
negative,It's lost the politics and the social observation and become just another situation romance about a couple of saps stuck in an inarticulate screenplay .,lost politics social observation become just another situation romance couple saps stuck inarticulate screenplay
negative,"Terminally bland , painfully slow and needlessly confusing ... The movie , shot on digital videotape rather than film , is frequently indecipherable .",terminally bland painfully slow needlessly confusing movie shot on digital videotape rather film frequently indecipherable
negative,"Aloof and lacks any real raw emotion , which is fatal for a film that relies on personal relationships .",aloof lacks real raw emotion fatal film relies on personal relationships
negative,A low-rent retread of the Alien pictures .,low rent retread alien pictures
negative,Its initial excitement settles into a warmed over pastiche .,initial excitement settles warmed pastiche
negative,A big meal of cliches that the talented cast generally chokes on .,big meal cliches talented cast generally chokes on
negative,The story has little wit and no surprises .,story little wit NOT_surprises
negative,"The Merchant-Ivory team continues to systematically destroy everything we hold dear about cinema , only now it's begun to split up so that it can do even more damage .",merchant ivory team continues systematically destroy everything hold dear cinema begun split up even more damage
negative,What should have been a cutting Hollywood satire is instead about as fresh as last week's issue of Variety .,cutting hollywood satire instead fresh last weekis issue variety
negative,"Hey everybody , wanna watch a movie in which a guy dressed as a children's party clown gets violently gang-raped ?",hey everybody want watch movie guy dressed childrenis party clown gets violently gang raped
negative,A little more intensity and a little less charm would have saved this film a world of hurt .,little more intensity little less charm would saved film world hurt
negative,"T his slop doesn't even have potential as a cult film , as it's too loud to shout insults at the screen .",slop NOT_even potential cult film loud shout insults screen
negative,"The movie's plot is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh .",movieis plot almost entirely witless inane carrying every gag two three times beyond limit sustain laugh
negative,... may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence .,may work addictive guilty pleasure material NOT_overcomes questionable satirical ambivalence
negative,"as in aimless , arduous , and arbitrary .",aimless arduous arbitrary
negative,Plays like a glossy melodrama that occasionally verges on camp .,plays like glossy melodrama occasionally verges on camp
negative,A puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks .,puppy dog desperate attention nearly breaks little neck trying perform entertaining tricks
negative,"Just about all of the film is confusing on one level or another , making Ararat far more demanding than it needs to be .",just all film confusing on one level another making ararat far more demanding needs
negative,"A little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium .",little less extreme past longer exposition sequences fewer gags break tedium
negative,"There's a heavy stench of ` been there , done that ' hanging over the film .",thereis heavy stench done hanging film
negative,The biggest problem with Satin Rouge is Lilia herself .,biggest problem satin rouge lilia
negative,A potentially good comic premise and excellent cast are terribly wasted .,potentially good comic premise excellent cast terribly wasted
negative,Woody Allen used to ridicule movies like Hollywood Ending .,woody allen used ridicule movies like hollywood ending
negative,Been there done that .,done
negative,There is only so much baked cardboard I need to chew .,much baked cardboard need chew
negative,A movie like The Guys is why film criticism can be considered work .,movie like guys film criticism considered work
negative,"Even if it made its original release date last fall , it would've reeked of a been-there , done-that sameness .",even made original release date last fall would reeked done sameness
negative,"A loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target .",loud ugly irritating movie without satirical salvos hitting discernible target
negative,A movie version of a paint-by-numbers picture .,movie version paint numbers picture
negative,"We can tell what it is supposed to be , but can't really call it a work of art .",tell supposed really NOT_call work art
negative,... Liotta is put in an impossible spot because his character's deceptions ultimately undo him and the believability of the entire scenario .,liotta put impossible spot characteris deceptions ultimately undo believability entire scenario
negative,Too bad .,bad
negative,"Unfunny and lacking any sense of commitment to or affection for its characters , the Reginald Hudlin comedy relies on toilet humor , ethnic slurs .",unfunny lacking sense commitment affection characters reginald hudlin comedy relies on toilet humor ethnic slurs
negative,This romantic\/comedy asks the question how much souvlaki can you take before indigestion sets in .,romantic comedy asks question much souvlaki take indigestion sets
negative,"Squandering his opportunity to make absurdist observations , Burns gets caught up in the rush of slapstick thoroughfare .",squandering opportunity make absurdist observations burns gets caught up rush slapstick thoroughfare
negative,"It has no affect on the Kurds , but it wore me down .",NOT_affect on kurds wore down
negative,"The actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen .",actors improvise scream way around movie directionless lacking rollicking dark humor necessary make kind idea work on screen
negative,"Co-writer\/director Jonathan Parker's attempts to fashion a Brazil-like , hyper-real satire fall dreadfully short .",co writer director jonathan parkeris attempts fashion brazil like hyper real satire fall dreadfully short
negative,"A superfluous sequel ... plagued by that old familiar feeling of ` let's get this thing over with ' : Everyone has shown up at the appointed time and place , but visible enthusiasm is mighty hard to find .",superfluous sequel plagued old familiar feeling let us get thing everyone shown up appointed time place visible enthusiasm mighty hard find
negative,"If there's a heaven for bad movies , Deuces Wild is on its way .",thereis heaven bad movies deuces wild on way
negative,Comes off like a bad imitation of the Bard .,comes off like bad imitation bard
negative,What's missing in Murder by Numbers is any real psychological grounding for the teens ' deviant behaviour .,whatis missing murder numbers real psychological grounding teens deviant behaviour
negative,An uninspired preachy and clichéd war film .,uninspired preachy clichéd war film
negative,Horrendously amateurish filmmaking that is plainly dull and visually ugly when it isn't incomprehensible .,horrendously amateurish filmmaking plainly dull visually ugly NOT_incomprehensible
negative,A movie that harps on media-constructed ` issues ' like whether compromise is the death of self ... this Orgasm won't be an exceedingly memorable one for most people .,movie harps on media constructed issues like whether compromise death self orgasm NOT_exceedingly memorable one most people
negative,"If Festival in Cannes nails hard - boiled Hollywood argot with a bracingly nasty accuracy , much about the film , including some of its casting , is frustratingly unconvincing .",festival cannes nails hard boiled hollywood argot bracingly nasty accuracy much film including some casting frustratingly unconvincing
negative,The movie is too impressed with its own solemn insights to work up much entertainment value .,movie impressed solemn insights work up much entertainment value
negative,I haven't seen such self-amused trash since Freddy Got Fingered .,NOT_seen self amused trash since freddy got fingered
negative,Little more than a well-mounted history lesson .,little more well mounted history lesson
negative,"Rob Schneider's infantile cross-dressing routines fill The Hot Chick , the latest gimmick from this unimaginative comedian .",rob schneideris infantile cross dressing routines fill hot chick latest gimmick unimaginative comedian
negative,"A horrible , -minute stink bomb .",horrible minute stink bomb
negative,"The film is weighed down by supporting characters who are either too goodly , wise and knowing or downright comically evil .",film weighed down supporting characters either goodly wise knowing downright comically evil
negative,The film is so bad it doesn't improve upon the experience of staring at a blank screen .,film bad NOT_improve upon experience staring blank screen
negative,Sheridan's take on the author's schoolboy memoir ... is a rather toothless take on a hard young life .,sheridanis take on authoris schoolboy memoir rather toothless take on hard young life
negative,"It jumps around with little logic or continuity , presenting backstage bytes of information that never amount to a satisfying complete picture of this particular , anciently demanding métier .",jumps around little logic continuity presenting backstage bytes information NOT_amount satisfying complete picture particular anciently demanding métier
negative,"When it comes to the battle of Hollywood vs. Woo , it looks like Woo's a P.O.W.",comes battle hollywood vs woo looks like woois
negative,"The Chateau has one very funny joke and a few other decent ones , but all it amounts to is a mildly funny , sometimes tedious , ultimately insignificant film .",chateau one funny joke few other decent ones all amounts mildly funny sometimes tedious ultimately insignificant film
negative,"It's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast .",dull spiritless silly monotonous ultra loud blast pointless mayhem going nowhere fast
negative,"Content merely to lionize its title character and exploit his anger - all for easy sanctimony , formulaic thrills and a ham-fisted sermon on the need for national health insurance .",content merely lionize title character exploit anger all easy sanctimony formulaic thrills ham fisted sermon on need national health insurance
negative,"The movie turns out to be Assayas ' homage to the Gallic ` tradition of quality , ' in all its fusty squareness .",movie turns out assayas homage gallic tradition quality all fusty squareness
negative,"Its message has merit and , in the hands of a brutally honest individual like Prophet Jack , might have made a point or two regarding life .",message merit hands brutally honest individual like prophet jack might made point two regarding life
negative,Seems even more uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels .,seems even more uselessly redundant shamelessly money grubbing most third rate horror sequels
negative,It's hard to imagine that even very small children will be impressed by this tired retread .,hard imagine even small children impressed tired retread
negative,"Neither as scary-funny as Tremors nor demented-funny as Starship Troopers , the movie isn't tough to take as long as you've paid a matinee price .",neither scary funny tremors nor demented funny starship troopers movie NOT_tough take long paid matinee price
negative,"If swimfan does catch on , it may be because teens are looking for something to make them laugh .",swimfan catch on may teens looking something make laugh
negative,"The Master of Disguise may have made a great Saturday Night Live sketch , but a great movie it is not .",master disguise may made great saturday night live sketch great movie no
negative,It's quite an achievement to set and shoot a movie at the Cannes Film Festival and yet fail to capture its visual appeal or its atmosphere .,quite achievement set shoot movie cannes film festival yet fail capture visual appeal atmosphere
negative,"Boll uses a lot of quick cutting and blurry step-printing to goose things up , but dopey dialogue and sometimes inadequate performances kill the effect .",boll uses lot quick cutting blurry step printing goose things up dopey dialogue sometimes inadequate performances kill effect
negative,It's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic .,always disappointing documentary fails live up offer new insight chosen topic
negative,"Unfortunately , that's precisely what Arthur Dong's Family Fundamentals does .",unfortunately thatis precisely arthur dongis family fundamentals
negative,"Like a medium-grade network sitcom -- mostly inoffensive , fitfully amusing , but ultimately so weightless that a decent draft in the auditorium might blow it off the screen .",like medium grade network sitcom mostly inoffensive fitfully amusing ultimately weightless decent draft auditorium might blow off screen
negative,Something must have been lost in the translation .,something must lost translation
negative,Becomes the last thing you would expect from a film with this title or indeed from any Plympton film : boring .,becomes last thing would expect film title indeed plympton film boring
negative,"In the end , the film feels homogenized and a bit contrived , as if we're looking back at a tattered and ugly past with rose-tinted glasses .",end film feels homogenized bit contrived looking back tattered ugly past rose tinted glasses
negative,Chan's stunts are limited and so embellished by editing that there's really not much of a sense of action or even action-comedy .,chanis stunts limited embellished editing thereis really much NOT_sense action even action comedy
negative,Rock's stand-up magic wanes .,rockis stand up magic wanes
negative,Action - mechanical .,action mechanical
negative,"For casual moviegoers who stumble into Rules expecting a slice of American Pie hijinks starring the kid from Dawson's Creek , they'll probably run out screaming .",casual moviegoers stumble rules expecting slice american pie hijinks starring kid dawsonis creek probably run out screaming
negative,"The biggest problem I have other than the very sluggish pace is we never really see her Esther blossom as an actress , even though her talent is supposed to be growing .",biggest problem other sluggish pace really NOT_see esther blossom actress even though talent supposed growing
negative,"Plot , characters , drama , emotions , ideas -- all are irrelevant to the experience of seeing The Scorpion King .",plot characters drama emotions ideas all irrelevant experience seeing scorpion king
negative,But how it washed out despite all of that is the project's prime mystery .,washed out despite all projectis prime mystery
negative,"Whatever the movie's sentimental , hypocritical lessons about sexism , its true colors come out in various wet T-shirt and shower scenes .",whatever movieis sentimental hypocritical lessons sexism true colors come out various wet shirt shower scenes
negative,What a pity ... that the material is so second-rate .,pity material second rate
negative,"Doesn't deliver a great story , nor is the action as gripping as in past Seagal films .",NOT_deliver great story nor action gripping past seagal films
negative,The kind of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly executed idea .,kind film leaves scratching head amazement fact many talented people could participate ill advised poorly executed idea
negative,Nothing about the film -- with the possible exception of Elizabeth Hurley's breasts -- is authentic .,NOT_film possible exception elizabeth hurleyis breasts authentic
negative,"Mostly , Shafer and co-writer Gregory Hinton lack a strong-minded viewpoint , or a sense of humor .",mostly shafer co writer gregory hinton lack strong minded viewpoint sense humor
negative,No cliche escapes the perfervid treatment of gang warfare called ces Wild .,NOT_cliche escapes perfervid treatment gang warfare called ces wild
negative,"Eddie Murphy and Owen Wilson have a cute partnership in I Spy , but the movie around them is so often nearly nothing that their charm doesn't do a load of good .",eddie murphy owen wilson cute partnership spy movie around often nearly NOT_charm NOT_load good
negative,Strictly a ` guy's film ' in the worst sense of the expression .,strictly guyis film worst sense expression
negative,"There's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes .",thereis some good material story retail clerk wanting more out life movie often spins wheels familiar situations repetitive scenes
negative,"It's a lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as Phoenix's .",lot ask people sit still two hours change watching character especially rendered flat impassive manner phoenixis
negative,There's something fishy about a seasonal holiday kids ' movie ... that derives its moment of most convincing emotional gravity from a scene where Santa gives gifts to grownups .,thereis something fishy seasonal holiday kids movie derives moment most convincing emotional gravity scene santa gives gifts grownups
negative,"We're left with a story that tries to grab us , only to keep letting go at all the wrong moments .",left story tries grab us keep letting go all wrong moments
negative,"Like many such biographical melodramas , it suffers from the awkwardness that results from adhering to the messiness of true stories .",like many biographical melodramas suffers awkwardness results adhering messiness true stories
negative,There is nothing redeeming about this movie .,NOT_redeeming movie
negative,"The film has its moments , but they are few and far between .",film moments few far
negative,"I was trying to decide what annoyed me most about God is Great ... I'm Not , and then I realized that I just didn't care .",trying decide annoyed most god great NOT_realized just NOT_care
negative,Derailed by bad writing and possibly also by some of that extensive post-production reworking to aim the film at young males in the throes of their first full flush of testosterone .,derailed bad writing possibly also some extensive post production reworking aim film young males throes first full flush testosterone
negative,... comes alive only when it switches gears to the sentimental .,comes alive switches gears sentimental
negative,Brosnan's finest non-Bondish performance yet fails to overcome the film's manipulative sentimentality and annoying stereotypes .,brosnanis finest non bondish performance yet fails overcome filmis manipulative sentimentality annoying stereotypes
negative,"To me , it sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy .",sounds like cruel deception carried out men marginal intelligence reactionary ideas women total lack empathy
negative,"Flashy gadgets and whirling fight sequences may look cool , but they can't distract from the flawed support structure holding Equilibrium up .",flashy gadgets whirling fight sequences may look cool NOT_distract flawed support structure holding equilibrium up
negative,ZigZag might have been richer and more observant if it were less densely plotted .,zigzag might richer more observant less densely plotted
negative,How can such a cold movie claim to express warmth and longing ?,cold movie claim express warmth longing
negative,"In truth , it has all the heart of a porno flick but none of the sheer lust .",truth all heart porno flick none sheer lust
negative,Nicks and Steinberg match their own creations for pure venality -- that's giving it the old college try .,nicks steinberg match creations pure venality thatis giving old college try
negative,Episode II -- Attack of the Clones is a technological exercise that lacks juice and delight .,episode ii attack clones technological exercise lacks juice delight
negative,The problem with all of this : It's not really funny .,problem all really NOT_funny
negative,Denis ' bare-bones narrative more closely resembles an outline for a's exploitation picture than the finished product .,denis bare bones narrative more closely resembles outline ais exploitation picture finished product
negative,"Wanders all over the map thematically and stylistically , and borrows heavily from Lynch , Jeunet , and von Trier while failing to find a spark of its own .",wanders all map thematically stylistically borrows heavily lynch jeunet von trier failing find spark
negative,Overall tomfoolery like this is a matter of taste .,overall tomfoolery like matter taste
negative,The mantra behind the project seems to have been ` it's just a kids ' flick . ',mantra behind project seems just kids flick
negative,Translation : ` We don't need to try very hard . ',translation NOT_need try hard
negative,"In all the annals of the movies , few films have been this odd , inexplicable and unpleasant .",all annals movies few films odd inexplicable unpleasant
negative,"It takes a really long , slow and dreary time to dope out what TUCK EVERLASTING is about .",takes really long slow dreary time dope out tuck everlasting
negative,an essentially awkward version of the lightweight female empowerment picture we've been watching for decades,essentially awkward version lightweight female empowerment picture watching decades
negative,The author's devotees will probably find it fascinating ; others may find it baffling .,authoris devotees probably find fascinating others may find baffling
negative,"Writer-director Walter Hill and co-writer David Giler try to create characters out of the obvious cliches , but wind up using them as punching bags .",writer director walter hill co writer david giler try create characters out obvious cliches wind up using punching bags
negative,"There's a scientific law to be discerned here that producers would be well to heed : Mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces .",thereis scientific law discerned producers would well heed mediocre movies start drag soon action speeds up explosions start fall pieces
negative,A cockeyed shot all the way .,cockeyed shot all way
negative,"Lush and beautifully photographed somebody suggested the stills might make a nice coffee table book , but ultimately you'll leave the theater wondering why these people mattered .",lush beautifully photographed somebody suggested stills might make nice coffee table book ultimately leave theater wondering people mattered
negative,"Unfortunately , One Hour Photo lives down to its title .",unfortunately one hour photo lives down title
negative,"Thanks largely to Williams , all the interesting developments are processed in minutes -- the rest is just an overexposed waste of film .",thanks largely williams all interesting developments processed minutes rest just overexposed waste film
negative,"Cold , Sterile And Lacking Any Color Or Warmth .",cold sterile lacking color warmth
negative,The film is undone by anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold .,film undone anachronistic quick edits occasional jarring glimpses modern theater audience watching events unfold
negative,Seems like someone going through the motions .,seems like someone going motions
negative,"For a film about explosions and death and spies , `` Ballistic : Ecks vs. Sever '' seems as safe as a children's film .",film explosions death spies ballistic ecks vs sever seems safe childrenis film
negative,"Well , in some of those , the mother deer even dies .",well some mother deer even dies
negative,"Choppy , overlong documentary about ` The Lifestyle . '",choppy overlong documentary lifestyle
negative,One sloughs one's way through the mire of this alleged psychological thriller in search of purpose or even a plot .,one sloughs oneis way mire alleged psychological thriller search purpose even plot
negative,"A film which presses familiar Herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director is to be mesmerised .",film presses familiar herzog tropes service limpid conventional historical fiction really demand director mesmerised
negative,The story itself is actually quite vapid .,story actually quite vapid
negative,"It's a hellish , numbing experience to watch , and it doesn't offer any insights that haven't been thoroughly debated in the media already , back in the Dahmer heyday of the mid -'s .",hellish numbing experience watch NOT_offer insights NOT_thoroughly debated media already back dahmer heyday mid
negative,"A few zingers aside , the writing is indifferent , and Jordan Brady's direction is prosaic .",few zingers aside writing indifferent jordan bradyis direction prosaic
negative,"Each scene drags , underscoring the obvious , and sentiment is slathered on top .",scene drags underscoring obvious sentiment slathered on top
negative,"Would've been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film's predictable denouement .",would nice screenwriters trusted audiences understand complex story left off filmis predictable denouement
negative,"Nair just doesn't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy .",nair just NOT_necessary self control guide loose poorly structured film pitfalls incoherence redundancy
negative,"That neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks .",neither protagonist distinguishable condition hardly matters just actory concoctions defined childlike dimness handful quirks
negative,What starts off as a possible Argentine American Beauty reeks like a room stacked with pungent flowers .,starts off possible argentine american beauty reeks like room stacked pungent flowers
negative,The project's filmmakers forgot to include anything even halfway scary as they poorly rejigger Fatal Attraction into a high school setting .,projectis filmmakers forgot include anything even halfway scary poorly rejigger fatal attraction high school setting
negative,"In old-fashioned screenwriting parlance , Ms. Shreve's novel proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast .",old fashioned screenwriting parlance ms shreveis novel proved difficult text lick despite efforts first rate cast
negative,Solondz may well be the only one laughing at his own joke,solondz may well one laughing joke
negative,"Stitch is a bad mannered , ugly and destructive little \*\*\*\* .",stitch bad mannered ugly destructive little
negative,"No cute factor here ... Not that I mind ugly ; the problem is he has no character , loveable or otherwise .",NOT_cute factor NOT_mind ugly problem NOT_character loveable otherwise
negative,"Deep down , I realized the harsh reality of my situation : I would leave the theater with a lower I.Q. than when I had entered .",deep down realized harsh reality situation would leave theater lower entered
negative,"Aside from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand .",aside fact film idiotically uses website feardotcom com improperly hammy performance poor stephen rea film gets added disdain fact nearly impossible look understand
negative,"It is bad , but certainly not without merit as entertainment .",bad certainly NOT_without merit entertainment
negative,"For its minutes running time , you'll wait in vain for a movie to happen .",minutes running time wait vain movie happen
negative,A work that lacks both a purpose and a strong pulse .,work lacks purpose strong pulse
negative,Upper Teens may get cynical .,upper teens may get cynical
negative,"While this film has an ` A ' list cast and some strong supporting players , the tale -- like its central figure , Vivi -- is just a little bit hard to love .",film list cast some strong supporting players tale like central figure vivi just little bit hard love
negative,It's a road-trip drama with too many wrong turns .,road trip drama many wrong turns
negative,"Most fish stories are a little peculiar , but this is one that should be thrown back in the river .",most fish stories little peculiar one thrown back river
negative,The movie is about as deep as that sentiment .,movie deep sentiment
negative,"I've seen some bad singer-turned actors , but Lil Bow Wow takes the cake .",seen some bad singer turned actors lil bow wow takes cake
negative,But it wasn't .,no
negative,"For a film about action , Ultimate X is the gabbiest giant-screen movie ever , bogging down in a barrage of hype .",film action ultimate gabbiest giant screen movie ever bogging down barrage hype
negative,"... a low rate Annie featuring some kid who can't act , only echoes of Jordan , and weirdo actor Crispin Glover screwing things up old school .",low rate annie featuring some kid NOT_act echoes jordan weirdo actor crispin glover screwing things up old school
